0; 1,0259182922177317; 0; 0
1995; 1,0002312183081672; 0; 2000
4004,999999999999; 0,9751953632037612; 0; 4000
6000; 0,9507782965027385; 0; 6000
8009,999999999998; 0,9269802513788135; 0; 8000
10005; 0,903770400837596; 0; 10000
12000; 0,8850355829439013; 0; 12000
0; 1,0487879887771907; 1; 0
1995; 1,0002312183081672; 1; 2000
4004,999999999999; 0,9969343478888382; 1; 4000
6000; 1,0024416328796961; 1; 6000
8009,999999999998; 1,0079876749916998; 1; 8000
10005; 1,0090966666888783; 1; 10000
12000; 1,0102068785027458; 1; 12000
0; 0,9991319696900911; 2; 0
1995; 1,0002312183081672; 2; 2000
4004,999999999999; 0,9497333963742512; 2; 4000
6000; 0,8978099980616674; 2; 6000
8009,999999999998; 0,8524830290741439; 2; 8000
10005; 0,8094377519948569; 2; 10000
12000; 0,7685660030863826; 2; 12000
