disease,step,rr_mean,rr_lci,rr_uci
cancer,4230,0.96691859185721,0.934481889219432,0.999892718694108
cancer,4240,0.966813672398886,0.934270775112745,0.999892828500972
cancer,4250,0.966708752940561,0.934059661006058,0.999892938307836
cancer,4260,0.966603833482236,0.933848546899371,0.9998930481147
cancer,4270,0.966498914023911,0.933637432792684,0.999893157921563
cancer,4280,0.966393994565587,0.933426318685997,0.999893267728427
cancer,4290,0.966289075107262,0.93321520457931,0.999893377535291
cancer,4300,0.966184155648937,0.933004090472622,0.999893487342155
cancer,4310,0.966079236190613,0.932792976365935,0.999893597149018
cancer,4320,0.965974316732288,0.932581862259248,0.999893706955882
cancer,4330,0.965869397273963,0.932370748152561,0.999893816762746
cancer,4340,0.965764477815639,0.932159634045874,0.999893926569609
cancer,4350,0.965659558357314,0.931948519939187,0.999894036376473
cancer,4360,0.965554638898989,0.9317374058325,0.999894146183337
cancer,4370,0.965449719440664,0.931526291725813,0.999894255990201
cancer,4380,0.96534479998234,0.931315177619125,0.999894365797065
cancer,4390,0.965239880524015,0.931104063512438,0.999894475603928
cancer,4400,0.96513496106569,0.930892949405751,0.999894585410792
cancer,4410,0.965030041607366,0.930681835299064,0.999894695217656
cancer,4420,0.964925122149041,0.930470721192377,0.99989480502452
cancer,4430,0.964820202690716,0.93025960708569,0.999894914831383
cancer,4440,0.964715283232391,0.930048492979003,0.999895024638247
cancer,4450,0.964610363774067,0.929837378872316,0.999895134445111
cancer,4460,0.964505444315742,0.929626264765628,0.999895244251975
cancer,4470,0.964400524857417,0.929415150658941,0.999895354058838
cancer,4480,0.964295605399092,0.929204036552254,0.999895463865702
cancer,4490,0.964190685940768,0.928992922445567,0.999895573672566
cancer,4500,0.964085766482443,0.92878180833888,0.99989568347943
cancer,4510,0.963980847024118,0.928570694232193,0.999895793286294
cancer,4520,0.963875927565794,0.928359580125506,0.999895903093157
cancer,4530,0.963771008107469,0.928148466018818,0.999896012900021
cancer,4540,0.963666088649144,0.927937351912131,0.999896122706885
cancer,4550,0.963561169190819,0.927726237805444,0.999896232513749
